train: step: 0, loss: 0.6931471824645996, acc: 0.41, recall: 0.41000000000000003, precision: 0.27017364657814097, f_beta: 0.3041632267956127
train: step: 69, loss: 0.6933372616767883, acc: 0.52, recall: 0.52, precision: 0.5200320512820513, f_beta: 0.5198079231692677
train: step: 70, loss: 0.6930275559425354, acc: 0.56, recall: 0.56, precision: 0.5600961538461539, f_beta: 0.5598239295718288
train: step: 71, loss: 0.6924582719802856, acc: 0.51, recall: 0.51, precision: 0.510989010989011, f_beta: 0.4987212276214833
train: step: 72, loss: 0.6929414868354797, acc: 0.51, recall: 0.51, precision: 0.510508617065994, f_beta: 0.5039983804028748
train: step: 73, loss: 0.6922875046730042, acc: 0.54, recall: 0.54, precision: 0.6773049645390071, f_beta: 0.4295634920634921
train: step: 74, loss: 0.693115770816803, acc: 0.58, recall: 0.5800000000000001, precision: 0.5811688311688312, f_beta: 0.5784825371336814
train: step: 75, loss: 0.692974328994751, acc: 0.48, recall: 0.48000000000000004, precision: 0.41134751773049644, f_beta: 0.3551587301587301
train: step: 76, loss: 0.6927002668380737, acc: 0.53, recall: 0.53, precision: 0.5305997552019583, f_beta: 0.5276856597326902
train: step: 77, loss: 0.6934007406234741, acc: 0.47, recall: 0.47, precision: 0.4699879951980792, f_beta: 0.46994699469946993
train: step: 78, loss: 0.6929278373718262, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.486863711001642
train: step: 79, loss: 0.6923425793647766, acc: 0.49, recall: 0.49, precision: 0.48996386993175434, f_beta: 0.4895405865278751
train: step: 80, loss: 0.6927245855331421, acc: 0.57, recall: 0.5700000000000001, precision: 0.5707070707070707, f_beta: 0.5689223057644109
train: step: 81, loss: 0.6934006214141846, acc: 0.48, recall: 0.48, precision: 0.47916666666666663, f_beta: 0.4747474747474748
train: step: 82, loss: 0.6923604607582092, acc: 0.51, recall: 0.51, precision: 0.5305250305250305, f_beta: 0.4109868974636375
train: step: 83, loss: 0.6911473274230957, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 84, loss: 0.6930227875709534, acc: 0.56, recall: 0.56, precision: 0.5615763546798029, f_beta: 0.5571658615136876
train: step: 85, loss: 0.6934332847595215, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.47456914670029426
train: step: 86, loss: 0.6931997537612915, acc: 0.44, recall: 0.44, precision: 0.4285714285714286, f_beta: 0.41666666666666663
train: step: 87, loss: 0.6929782032966614, acc: 0.49, recall: 0.49, precision: 0.4898989898989899, f_beta: 0.48872180451127817
train: step: 88, loss: 0.6894389986991882, acc: 0.52, recall: 0.52, precision: 0.5555555555555556, f_beta: 0.42857142857142855
train: step: 89, loss: 0.6927008628845215, acc: 0.56, recall: 0.56, precision: 0.5600961538461539, f_beta: 0.5598239295718288
train: step: 90, loss: 0.6915010213851929, acc: 0.51, recall: 0.51, precision: 0.5141163184641445, f_beta: 0.47147017581706396
train: step: 91, loss: 0.6933397054672241, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4949494949494949
train: step: 92, loss: 0.6932709217071533, acc: 0.48, recall: 0.48, precision: 0.46875, f_beta: 0.4285714285714286
train: step: 93, loss: 0.692414402961731, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 94, loss: 0.6924073696136475, acc: 0.55, recall: 0.55, precision: 0.5501806503412284, f_beta: 0.5495946351716544
train: step: 95, loss: 0.6964576840400696, acc: 0.42, recall: 0.42, precision: 0.410873440285205, f_beta: 0.40476190476190477
train: step: 96, loss: 0.6930875182151794, acc: 0.48, recall: 0.48, precision: 0.47987117552334946, f_beta: 0.47916666666666663
train: step: 97, loss: 0.6888365745544434, acc: 0.54, recall: 0.54, precision: 0.5830564784053156, f_beta: 0.4715073529411765
train: step: 98, loss: 0.6933597326278687, acc: 0.46, recall: 0.45999999999999996, precision: 0.4554367201426025, f_beta: 0.44581280788177335
train: step: 99, loss: 0.6925752758979797, acc: 0.6, recall: 0.6, precision: 0.6041666666666667, f_beta: 0.595959595959596
train: step: 100, loss: 0.6927751898765564, acc: 0.56, recall: 0.56, precision: 0.5625, f_beta: 0.5555555555555556
train: step: 101, loss: 0.6923871040344238, acc: 0.61, recall: 0.61, precision: 0.6103974307507025, f_beta: 0.6096486838154338
train: step: 102, loss: 0.693210780620575, acc: 0.46, recall: 0.46, precision: 0.45894909688013136, f_beta: 0.4565217391304348
train: step: 103, loss: 0.6868983507156372, acc: 0.57, recall: 0.57, precision: 0.6547303271441203, f_beta: 0.5017958521608157
train: step: 104, loss: 0.6938263177871704, acc: 0.46, recall: 0.45999999999999996, precision: 0.4053030303030303, f_beta: 0.3688639551192146
train: step: 105, loss: 0.6926113367080688, acc: 0.55, recall: 0.55, precision: 0.5584385226741468, f_beta: 0.5331465919701215
train: step: 106, loss: 0.6932042837142944, acc: 0.48, recall: 0.48, precision: 0.47771836007130125, f_beta: 0.4663382594417077
train: step: 107, loss: 0.693615734577179, acc: 0.47, recall: 0.47000000000000003, precision: 0.4694002447980416, f_beta: 0.467390212038991
train: step: 108, loss: 0.6932628750801086, acc: 0.45, recall: 0.45, precision: 0.449000407996736, f_beta: 0.4472917294744247
train: step: 109, loss: 0.6914549469947815, acc: 0.52, recall: 0.52, precision: 0.5886524822695035, f_beta: 0.40476190476190477
train: step: 110, loss: 0.6930138468742371, acc: 0.52, recall: 0.52, precision: 0.5201288244766505, f_beta: 0.5192307692307692
train: step: 111, loss: 0.6927726864814758, acc: 0.57, recall: 0.57, precision: 0.5988142292490118, f_beta: 0.5361881134721174
train: step: 112, loss: 0.6927129626274109, acc: 0.52, recall: 0.52, precision: 0.5205254515599343, f_beta: 0.5169082125603865
train: step: 113, loss: 0.6937000155448914, acc: 0.42, recall: 0.42000000000000004, precision: 0.4166666666666667, f_beta: 0.41414141414141414
train: step: 114, loss: 0.6941086649894714, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 115, loss: 0.6931536793708801, acc: 0.51, recall: 0.51, precision: 0.510989010989011, f_beta: 0.4987212276214833
train: step: 116, loss: 0.6925066113471985, acc: 0.55, recall: 0.55, precision: 0.5501806503412284, f_beta: 0.5495946351716544
train: step: 117, loss: 0.691721498966217, acc: 0.52, recall: 0.52, precision: 0.7551020408163265, f_beta: 0.3762993762993764
train: step: 118, loss: 0.693807065486908, acc: 0.52, recall: 0.52, precision: 0.5212224108658743, f_beta: 0.512987012987013
train: step: 119, loss: 0.6896334290504456, acc: 0.55, recall: 0.55, precision: 0.5525430853299707, f_beta: 0.5444883085332524
train: step: 120, loss: 0.6865970492362976, acc: 0.52, recall: 0.52, precision: 0.5372023809523809, f_beta: 0.4572591587516961
train: step: 121, loss: 0.6926847696304321, acc: 0.54, recall: 0.54, precision: 0.5519750519750519, f_beta: 0.5118845500848896
train: step: 122, loss: 0.6929354667663574, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4967793880837359
train: step: 123, loss: 0.6902762055397034, acc: 0.56, recall: 0.5599999999999999, precision: 0.6420454545454546, f_beta: 0.4857410004675081
train: step: 124, loss: 0.693095326423645, acc: 0.45, recall: 0.45, precision: 0.4494949494949495, f_beta: 0.4486215538847118
train: step: 125, loss: 0.6917694807052612, acc: 0.48, recall: 0.48000000000000004, precision: 0.47619047619047616, f_beta: 0.45833333333333337
train: step: 126, loss: 0.6936827301979065, acc: 0.46, recall: 0.45999999999999996, precision: 0.45993589743589747, f_beta: 0.45978391356542614
train: step: 127, loss: 0.6936091780662537, acc: 0.47, recall: 0.47, precision: 0.46989160979526295, f_beta: 0.46952257031328193
train: step: 128, loss: 0.6894861459732056, acc: 0.53, recall: 0.53, precision: 0.5423489553924337, f_beta: 0.49304282170208175
train: step: 129, loss: 0.6931045651435852, acc: 0.51, recall: 0.51, precision: 0.510334849111203, f_beta: 0.5059985885673959
train: step: 130, loss: 0.6946255564689636, acc: 0.44, recall: 0.44, precision: 0.4125874125874126, f_beta: 0.3923611111111111
train: step: 131, loss: 0.6921145915985107, acc: 0.56, recall: 0.56, precision: 0.5636672325976231, f_beta: 0.5535714285714286
train: step: 132, loss: 0.693225622177124, acc: 0.48, recall: 0.48000000000000004, precision: 0.47947454844006565, f_beta: 0.47665056360708535
train: step: 133, loss: 0.693483829498291, acc: 0.53, recall: 0.53, precision: 0.54, f_beta: 0.4986666666666667
train: step: 134, loss: 0.6984084844589233, acc: 0.39, recall: 0.39, precision: 0.3664400194269063, f_beta: 0.36185793493043206
train: step: 135, loss: 0.6924861669540405, acc: 0.6, recall: 0.6000000000000001, precision: 0.6026272577996716, f_beta: 0.5974235104669887
train: step: 136, loss: 0.6974395513534546, acc: 0.39, recall: 0.39, precision: 0.38440521227406477, f_beta: 0.38252859601174205
train: step: 137, loss: 0.6930510997772217, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.46374946374946374
train: step: 138, loss: 0.6934058666229248, acc: 0.46, recall: 0.45999999999999996, precision: 0.4417249417249417, f_beta: 0.4140625
train: step: 139, loss: 0.694581925868988, acc: 0.47, recall: 0.47, precision: 0.4084249084249084, f_beta: 0.3629041952157711
train: step: 140, loss: 0.6928161382675171, acc: 0.48, recall: 0.48000000000000004, precision: 0.47947454844006565, f_beta: 0.47665056360708535
train: step: 141, loss: 0.6941410303115845, acc: 0.44, recall: 0.43999999999999995, precision: 0.41776315789473684, f_beta: 0.3993993993993994
train: step: 142, loss: 0.692811131477356, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4967793880837359
train: step: 143, loss: 0.6911778450012207, acc: 0.52, recall: 0.52, precision: 0.525987525987526, f_beta: 0.49066213921901536
train: step: 144, loss: 0.6923606991767883, acc: 0.57, recall: 0.5700000000000001, precision: 0.5702529104777199, f_beta: 0.5696126513862476
train: step: 145, loss: 0.6931252479553223, acc: 0.49, recall: 0.49, precision: 0.48949138293400585, f_beta: 0.48375341633768604
train: step: 146, loss: 0.6932026147842407, acc: 0.51, recall: 0.51, precision: 0.510508617065994, f_beta: 0.5039983804028748
train: step: 147, loss: 0.6922277808189392, acc: 0.55, recall: 0.55, precision: 0.5607090820786789, f_beta: 0.529239460194581
train: step: 148, loss: 0.6930201649665833, acc: 0.52, recall: 0.52, precision: 0.52, f_beta: 0.52
train: step: 149, loss: 0.6927290558815002, acc: 0.53, recall: 0.53, precision: 0.530108390204737, f_beta: 0.5295766189570613
train: step: 150, loss: 0.6919190883636475, acc: 0.49, recall: 0.49, precision: 0.48228206945428775, f_beta: 0.4276736617663562
train: step: 151, loss: 0.6924624443054199, acc: 0.55, recall: 0.55, precision: 0.5501806503412284, f_beta: 0.5495946351716544
train: step: 152, loss: 0.6930716633796692, acc: 0.45, recall: 0.45, precision: 0.449000407996736, f_beta: 0.4472917294744247
train: step: 153, loss: 0.6933907866477966, acc: 0.45, recall: 0.44999999999999996, precision: 0.44505494505494503, f_beta: 0.4373401534526854
train: step: 154, loss: 0.689362108707428, acc: 0.53, recall: 0.53, precision: 0.6152073732718895, f_beta: 0.42338363390994965
train: step: 155, loss: 0.6926795840263367, acc: 0.43, recall: 0.43, precision: 0.42860057119543044, f_beta: 0.42719324690985827
train: step: 156, loss: 0.6927732229232788, acc: 0.55, recall: 0.55, precision: 0.5505050505050505, f_beta: 0.5488721804511277
train: step: 157, loss: 0.69288170337677, acc: 0.46, recall: 0.45999999999999996, precision: 0.4565972222222222, f_beta: 0.44920440636474906
train: step: 158, loss: 0.6930773258209229, acc: 0.51, recall: 0.51, precision: 0.510334849111203, f_beta: 0.5059985885673959
train: step: 159, loss: 0.6936944723129272, acc: 0.46, recall: 0.45999999999999996, precision: 0.4565972222222222, f_beta: 0.44920440636474906
train: step: 160, loss: 0.6933767199516296, acc: 0.45, recall: 0.44999999999999996, precision: 0.44637494637494635, f_beta: 0.44054521411860437
train: step: 161, loss: 0.6934112310409546, acc: 0.47, recall: 0.47000000000000003, precision: 0.4649368863955119, f_beta: 0.4501504305425874
train: step: 162, loss: 0.6927226185798645, acc: 0.52, recall: 0.52, precision: 0.5222816399286987, f_beta: 0.5073891625615763
train: step: 163, loss: 0.6932070851325989, acc: 0.48, recall: 0.48, precision: 0.47987117552334946, f_beta: 0.47916666666666663
train: step: 164, loss: 0.6900569796562195, acc: 0.54, recall: 0.54, precision: 0.5459558823529411, f_beta: 0.524596940884663
train: step: 165, loss: 0.692894458770752, acc: 0.53, recall: 0.53, precision: 0.5350631136044881, f_beta: 0.512397551613238
train: step: 166, loss: 0.687975287437439, acc: 0.6, recall: 0.6000000000000001, precision: 0.6006441223832528, f_beta: 0.5993589743589743
train: step: 167, loss: 0.6919018626213074, acc: 0.54, recall: 0.54, precision: 0.6358695652173914, f_beta: 0.4414764448761534
train: step: 168, loss: 0.6910961270332336, acc: 0.57, recall: 0.5700000000000001, precision: 0.6240255138199858, f_beta: 0.5174503422735944
train: step: 169, loss: 0.6935732960700989, acc: 0.43, recall: 0.43000000000000005, precision: 0.42492492492492495, f_beta: 0.42020140372291737
train: step: 170, loss: 0.6897095441818237, acc: 0.53, recall: 0.53, precision: 0.6578947368421053, f_beta: 0.4106583072100314
train: step: 171, loss: 0.6932610273361206, acc: 0.47, recall: 0.47, precision: 0.46989160979526295, f_beta: 0.46952257031328193
train: step: 172, loss: 0.6927667856216431, acc: 0.55, recall: 0.55, precision: 0.5753465943339361, f_beta: 0.508679986898133
train: step: 173, loss: 0.6928988099098206, acc: 0.51, recall: 0.51, precision: 0.5100361300682457, f_beta: 0.5095586027424682
train: step: 174, loss: 0.6932128071784973, acc: 0.53, recall: 0.53, precision: 0.530108390204737, f_beta: 0.5295766189570613
train: step: 175, loss: 0.6934518218040466, acc: 0.47, recall: 0.47, precision: 0.46989160979526295, f_beta: 0.46952257031328193
train: step: 176, loss: 0.6929094195365906, acc: 0.47, recall: 0.47, precision: 0.4699879951980792, f_beta: 0.46994699469946993
train: step: 177, loss: 0.6951904296875, acc: 0.53, recall: 0.53, precision: 0.5380517503805176, f_beta: 0.5037482842360891
train: step: 178, loss: 0.6940721273422241, acc: 0.51, recall: 0.51, precision: 0.5101999184006528, f_beta: 0.5075871771681238
train: step: 179, loss: 0.6927335262298584, acc: 0.55, recall: 0.55, precision: 0.5584385226741468, f_beta: 0.5331465919701215
train: step: 180, loss: 0.6930198669433594, acc: 0.54, recall: 0.54, precision: 0.5400641025641025, f_beta: 0.5398159263705482
train: step: 181, loss: 0.6932373046875, acc: 0.57, recall: 0.5700000000000001, precision: 0.5702529104777199, f_beta: 0.5696126513862476
train: step: 182, loss: 0.6941776871681213, acc: 0.47, recall: 0.47, precision: 0.4547920433996383, f_beta: 0.42133420679113437
train: step: 183, loss: 0.6923743486404419, acc: 0.52, recall: 0.52, precision: 0.5205254515599343, f_beta: 0.5169082125603865
train: step: 184, loss: 0.6879676580429077, acc: 0.53, recall: 0.53, precision: 0.5915750915750916, f_beta: 0.43502824858757067
train: step: 185, loss: 0.6932559013366699, acc: 0.57, recall: 0.5700000000000001, precision: 0.5702529104777199, f_beta: 0.5696126513862476
train: step: 186, loss: 0.6943680047988892, acc: 0.51, recall: 0.51, precision: 0.5305250305250305, f_beta: 0.4109868974636375
train: step: 187, loss: 0.6919768452644348, acc: 0.54, recall: 0.54, precision: 0.5459558823529411, f_beta: 0.524596940884663
train: step: 188, loss: 0.6925462484359741, acc: 0.58, recall: 0.5800000000000001, precision: 0.5833333333333333, f_beta: 0.5757575757575757
train: step: 189, loss: 0.6926250457763672, acc: 0.56, recall: 0.56, precision: 0.5603864734299517, f_beta: 0.5592948717948718
train: step: 190, loss: 0.687943696975708, acc: 0.55, recall: 0.55, precision: 0.5980392156862745, f_beta: 0.4871794871794872
train: step: 191, loss: 0.6922109127044678, acc: 0.57, recall: 0.5700000000000001, precision: 0.5849927149101506, f_beta: 0.5501621508525997
train: step: 192, loss: 0.6927171349525452, acc: 0.55, recall: 0.55, precision: 0.550999592003264, f_beta: 0.5477841422972565
train: step: 193, loss: 0.6918656826019287, acc: 0.51, recall: 0.51, precision: 0.5305250305250305, f_beta: 0.4109868974636375
train: step: 194, loss: 0.6931871175765991, acc: 0.52, recall: 0.52, precision: 0.5217013888888888, f_beta: 0.5104039167686658
train: step: 195, loss: 0.6899622082710266, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4967793880837359
train: step: 196, loss: 0.6928421854972839, acc: 0.54, recall: 0.54, precision: 0.5445632798573975, f_beta: 0.5279146141215106
train: step: 197, loss: 0.6932489275932312, acc: 0.48, recall: 0.48, precision: 0.47916666666666663, f_beta: 0.4747474747474748
train: step: 198, loss: 0.6924833655357361, acc: 0.55, recall: 0.55, precision: 0.5525430853299707, f_beta: 0.5444883085332524
train: step: 199, loss: 0.6933632493019104, acc: 0.51, recall: 0.51, precision: 0.510334849111203, f_beta: 0.5059985885673959
train: step: 200, loss: 0.693718671798706, acc: 0.4, recall: 0.4, precision: 0.3993558776167472, f_beta: 0.3990384615384615
train: step: 201, loss: 0.6935508251190186, acc: 0.44, recall: 0.44, precision: 0.4285714285714286, f_beta: 0.41666666666666663
train: step: 202, loss: 0.6935973167419434, acc: 0.47, recall: 0.47, precision: 0.46847414880201765, f_beta: 0.46350845227249715
train: step: 203, loss: 0.6909781098365784, acc: 0.56, recall: 0.56, precision: 0.5744047619047619, f_beta: 0.537620849096259
train: step: 204, loss: 0.6935348510742188, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.36580416032470825
train: step: 205, loss: 0.6931872367858887, acc: 0.51, recall: 0.51, precision: 0.5101999184006528, f_beta: 0.5075871771681238
train: step: 206, loss: 0.691760778427124, acc: 0.59, recall: 0.5900000000000001, precision: 0.5917992656058751, f_beta: 0.5879811074263892
train: step: 207, loss: 0.6927633881568909, acc: 0.56, recall: 0.56, precision: 0.5615763546798029, f_beta: 0.5571658615136876
train: step: 208, loss: 0.6929340958595276, acc: 0.48, recall: 0.48, precision: 0.47401247401247404, f_beta: 0.44821731748726656
train: step: 209, loss: 0.6936166882514954, acc: 0.44, recall: 0.44, precision: 0.4125874125874126, f_beta: 0.3923611111111111
train: step: 210, loss: 0.6910492777824402, acc: 0.53, recall: 0.53, precision: 0.5423489553924337, f_beta: 0.49304282170208175
train: step: 211, loss: 0.6931794881820679, acc: 0.45, recall: 0.45, precision: 0.439290917921321, f_beta: 0.42462600690448793
train: step: 212, loss: 0.6930972337722778, acc: 0.52, recall: 0.52, precision: 0.5212224108658743, f_beta: 0.512987012987013
train: step: 213, loss: 0.6927574872970581, acc: 0.53, recall: 0.53, precision: 0.5303030303030303, f_beta: 0.5288220551378446
train: step: 214, loss: 0.6937822699546814, acc: 0.51, recall: 0.51, precision: 0.510334849111203, f_beta: 0.5059985885673959
train: step: 215, loss: 0.6931343078613281, acc: 0.49, recall: 0.49, precision: 0.48966515088879703, f_beta: 0.48583526565177937
train: step: 216, loss: 0.6897725462913513, acc: 0.61, recall: 0.61, precision: 0.6208791208791209, f_beta: 0.6010230179028133
