train: step: 0, loss: 0.40534114837646484, acc: 0.475, recall: 0.475, precision: 0.47333333333333333, f_beta: 0.4666666666666666
train: step: 59, loss: 0.25110626220703125, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 60, loss: 0.2501506507396698, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 61, loss: 0.25031962990760803, acc: 0.525, recall: 0.525, precision: 0.5900900900900901, f_beta: 0.4202898550724638
train: step: 62, loss: 0.2506600320339203, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 63, loss: 0.25055283308029175, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 64, loss: 0.2503141462802887, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 65, loss: 0.2511734366416931, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 66, loss: 0.2512137293815613, acc: 0.55, recall: 0.5499999999999999, precision: 0.6388888888888888, f_beta: 0.46428571428571425
train: step: 67, loss: 0.25097131729125977, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 68, loss: 0.2525938153266907, acc: 0.65, recall: 0.6499999999999999, precision: 0.6515151515151515, f_beta: 0.6491228070175439
train: step: 69, loss: 0.2507160007953644, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 70, loss: 0.2511923313140869, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 71, loss: 0.2505452632904053, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 72, loss: 0.25057920813560486, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 73, loss: 0.25033074617385864, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 74, loss: 0.25078320503234863, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 75, loss: 0.2502698004245758, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 76, loss: 0.25135546922683716, acc: 0.575, recall: 0.575, precision: 0.6298701298701299, f_beta: 0.5248078266946192
train: step: 77, loss: 0.25377970933914185, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 78, loss: 0.24985122680664062, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 79, loss: 0.2505744397640228, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 80, loss: 0.2602781057357788, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 81, loss: 0.25093191862106323, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 82, loss: 0.2498960942029953, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 83, loss: 0.25022992491722107, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 84, loss: 0.25014498829841614, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 85, loss: 0.25121617317199707, acc: 0.575, recall: 0.575, precision: 0.7702702702702703, f_beta: 0.4813119755911518
train: step: 86, loss: 0.25085869431495667, acc: 0.625, recall: 0.625, precision: 0.6792114695340502, f_beta: 0.5943204868154157
train: step: 87, loss: 0.24896033108234406, acc: 0.575, recall: 0.575, precision: 0.6714285714285715, f_beta: 0.5054545454545454
train: step: 88, loss: 0.2567993998527527, acc: 0.3, recall: 0.3, precision: 0.1875, f_beta: 0.23076923076923075
train: step: 89, loss: 0.2500401735305786, acc: 0.6, recall: 0.6, precision: 0.7777777777777778, f_beta: 0.5238095238095238
train: step: 90, loss: 0.2506740987300873, acc: 0.575, recall: 0.575, precision: 0.6714285714285715, f_beta: 0.5054545454545454
train: step: 91, loss: 0.2495175153017044, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 92, loss: 0.2508660852909088, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 93, loss: 0.24934343993663788, acc: 0.55, recall: 0.5499999999999999, precision: 0.6388888888888888, f_beta: 0.46428571428571425
train: step: 94, loss: 0.2516385614871979, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 95, loss: 0.25072193145751953, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 96, loss: 0.2498798370361328, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 97, loss: 0.2510848641395569, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 98, loss: 0.2554197311401367, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 99, loss: 0.25112637877464294, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 100, loss: 0.247270867228508, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 101, loss: 0.2503086030483246, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 102, loss: 0.24957668781280518, acc: 0.7, recall: 0.7, precision: 0.7380952380952381, f_beta: 0.6875
train: step: 103, loss: 0.2511677145957947, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 104, loss: 0.24965433776378632, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 105, loss: 0.25136882066726685, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 106, loss: 0.25530558824539185, acc: 0.65, recall: 0.65, precision: 0.65, f_beta: 0.65
train: step: 107, loss: 0.24924127757549286, acc: 0.625, recall: 0.625, precision: 0.7857142857142857, f_beta: 0.5636363636363637
train: step: 108, loss: 0.24997448921203613, acc: 0.55, recall: 0.55, precision: 0.5980392156862745, f_beta: 0.4871794871794872
train: step: 109, loss: 0.2455194741487503, acc: 0.875, recall: 0.875, precision: 0.9, f_beta: 0.873015873015873
train: step: 110, loss: 0.24965110421180725, acc: 0.6, recall: 0.6, precision: 0.696078431372549, f_beta: 0.5441595441595442
train: step: 111, loss: 0.24918265640735626, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 112, loss: 0.24600759148597717, acc: 0.725, recall: 0.7250000000000001, precision: 0.7301790281329923, f_beta: 0.7234443746071653
train: step: 113, loss: 0.2474980354309082, acc: 0.675, recall: 0.675, precision: 0.6754385964912281, f_beta: 0.6747967479674797
train: step: 114, loss: 0.2489626407623291, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 115, loss: 0.24548307061195374, acc: 0.625, recall: 0.625, precision: 0.6567398119122256, f_beta: 0.6050032916392363
train: step: 116, loss: 0.2501014769077301, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 117, loss: 0.24459083378314972, acc: 0.775, recall: 0.775, precision: 0.7756892230576441, f_beta: 0.774859287054409
train: step: 118, loss: 0.24892544746398926, acc: 0.55, recall: 0.55, precision: 0.5980392156862745, f_beta: 0.4871794871794872
train: step: 119, loss: 0.24254660308361053, acc: 0.6, recall: 0.6, precision: 0.7777777777777778, f_beta: 0.5238095238095238
train: step: 120, loss: 0.2547633647918701, acc: 0.475, recall: 0.475, precision: 0.24358974358974358, f_beta: 0.3220338983050847
train: step: 121, loss: 0.24923710525035858, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 122, loss: 0.24826765060424805, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 123, loss: 0.22660188376903534, acc: 0.85, recall: 0.85, precision: 0.85, f_beta: 0.85
train: step: 124, loss: 0.24394473433494568, acc: 0.55, recall: 0.55, precision: 0.5666666666666667, f_beta: 0.52
train: step: 125, loss: 0.24800710380077362, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 126, loss: 0.2444852590560913, acc: 0.6, recall: 0.6, precision: 0.6098901098901099, f_beta: 0.5907928388746804
train: step: 127, loss: 0.2449173927307129, acc: 0.65, recall: 0.65, precision: 0.6648351648351649, f_beta: 0.6419437340153452
train: step: 128, loss: 0.23581115901470184, acc: 0.675, recall: 0.675, precision: 0.7508960573476702, f_beta: 0.6484110885733605
train: step: 129, loss: 0.24738809466362, acc: 0.575, recall: 0.575, precision: 0.5940438871473355, f_beta: 0.5523370638578011
train: step: 130, loss: 0.2436814308166504, acc: 0.65, recall: 0.65, precision: 0.7941176470588236, f_beta: 0.6011396011396011
train: step: 131, loss: 0.21765363216400146, acc: 0.8, recall: 0.8, precision: 0.8571428571428572, f_beta: 0.7916666666666665
train: step: 132, loss: 0.19255012273788452, acc: 0.825, recall: 0.825, precision: 0.8258145363408521, f_beta: 0.8248905565978737
train: step: 133, loss: 0.20317713916301727, acc: 0.775, recall: 0.7749999999999999, precision: 0.7813299232736572, f_beta: 0.7737272155876807
train: step: 134, loss: 0.203825905919075, acc: 0.7, recall: 0.7, precision: 0.7083333333333333, f_beta: 0.6969696969696968
train: step: 135, loss: 0.21240997314453125, acc: 0.775, recall: 0.775, precision: 0.7933333333333333, f_beta: 0.7714285714285714
train: step: 136, loss: 0.24470877647399902, acc: 0.6, recall: 0.6, precision: 0.65625, f_beta: 0.5604395604395604
train: step: 137, loss: 0.21920356154441833, acc: 0.75, recall: 0.75, precision: 0.7525252525252526, f_beta: 0.7493734335839599
train: step: 138, loss: 0.21922504901885986, acc: 0.675, recall: 0.675, precision: 0.803030303030303, f_beta: 0.636617749825297
train: step: 139, loss: 0.16730618476867676, acc: 0.775, recall: 0.7749999999999999, precision: 0.8133903133903134, f_beta: 0.7678916827853
train: step: 140, loss: 0.2840147018432617, acc: 0.45, recall: 0.45, precision: 0.3611111111111111, f_beta: 0.34523809523809523
train: step: 141, loss: 0.234770730137825, acc: 0.625, recall: 0.625, precision: 0.6792114695340502, f_beta: 0.5943204868154157
train: step: 142, loss: 0.2346995323896408, acc: 0.75, recall: 0.75, precision: 0.7604166666666667, f_beta: 0.7474747474747475
train: step: 143, loss: 0.22020640969276428, acc: 0.75, recall: 0.75, precision: 0.7604166666666667, f_beta: 0.7474747474747475
train: step: 144, loss: 0.19817784428596497, acc: 0.85, recall: 0.8500000000000001, precision: 0.8535353535353536, f_beta: 0.849624060150376
train: step: 145, loss: 0.206414133310318, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 146, loss: 0.2008918821811676, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 147, loss: 0.21199846267700195, acc: 0.6, recall: 0.6, precision: 0.6098901098901099, f_beta: 0.5907928388746804
train: step: 148, loss: 0.1843908578157425, acc: 0.8, recall: 0.8, precision: 0.803030303030303, f_beta: 0.7994987468671679
train: step: 149, loss: 0.2228146493434906, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 150, loss: 0.2821308970451355, acc: 0.65, recall: 0.65, precision: 0.7941176470588236, f_beta: 0.6011396011396011
train: step: 151, loss: 0.24692320823669434, acc: 0.525, recall: 0.525, precision: 0.525062656641604, f_beta: 0.5247029393370857
train: step: 152, loss: 0.22376516461372375, acc: 0.7, recall: 0.7, precision: 0.7197802197802198, f_beta: 0.6930946291560103
train: step: 153, loss: 0.24032799899578094, acc: 0.7, recall: 0.7, precision: 0.8125, f_beta: 0.6703296703296704
train: step: 154, loss: 0.24486365914344788, acc: 0.65, recall: 0.6499999999999999, precision: 0.734375, f_beta: 0.6153846153846154
train: step: 155, loss: 0.1868547797203064, acc: 0.75, recall: 0.75, precision: 0.7604166666666667, f_beta: 0.7474747474747475
train: step: 156, loss: 0.2661231458187103, acc: 0.8, recall: 0.8, precision: 0.8296703296703296, f_beta: 0.7953964194373402
train: step: 157, loss: 0.24966569244861603, acc: 0.6, recall: 0.6, precision: 0.6098901098901099, f_beta: 0.5907928388746804
train: step: 158, loss: 0.2701123356819153, acc: 0.4, recall: 0.4, precision: 0.3666666666666667, f_beta: 0.36
train: step: 159, loss: 0.3065202236175537, acc: 0.375, recall: 0.375, precision: 0.3207885304659498, f_beta: 0.32386747802569305
train: step: 160, loss: 0.14675188064575195, acc: 0.8, recall: 0.8, precision: 0.8125, f_beta: 0.797979797979798
train: step: 161, loss: 0.31990137696266174, acc: 0.6, recall: 0.6, precision: 0.7777777777777778, f_beta: 0.5238095238095238
train: step: 162, loss: 0.16224651038646698, acc: 0.75, recall: 0.75, precision: 0.7976190476190477, f_beta: 0.7395833333333333
train: step: 163, loss: 0.2903028130531311, acc: 0.675, recall: 0.675, precision: 0.6994301994301995, f_beta: 0.6647324306898775
train: step: 164, loss: 0.1399179995059967, acc: 0.875, recall: 0.875, precision: 0.8836317135549872, f_beta: 0.8742928975487115
train: step: 165, loss: 0.19918540120124817, acc: 0.675, recall: 0.675, precision: 0.6754385964912281, f_beta: 0.6747967479674797
train: step: 166, loss: 0.20116467773914337, acc: 0.725, recall: 0.7250000000000001, precision: 0.7301790281329923, f_beta: 0.7234443746071653
train: step: 167, loss: 0.17922396957874298, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 168, loss: 0.1715954840183258, acc: 0.8, recall: 0.8, precision: 0.8296703296703296, f_beta: 0.7953964194373402
train: step: 169, loss: 0.20941820740699768, acc: 0.675, recall: 0.675, precision: 0.6790281329923273, f_beta: 0.6731615336266499
train: step: 170, loss: 0.16382046043872833, acc: 0.8, recall: 0.8, precision: 0.8125, f_beta: 0.797979797979798
train: step: 171, loss: 0.22097206115722656, acc: 0.7, recall: 0.7, precision: 0.7, f_beta: 0.7
train: step: 172, loss: 0.25192052125930786, acc: 0.65, recall: 0.65, precision: 0.7941176470588236, f_beta: 0.6011396011396011
train: step: 173, loss: 0.23987440764904022, acc: 0.625, recall: 0.625, precision: 0.6567398119122256, f_beta: 0.6050032916392363
train: step: 174, loss: 0.24987664818763733, acc: 0.575, recall: 0.575, precision: 0.5940438871473355, f_beta: 0.5523370638578011
train: step: 175, loss: 0.18587203323841095, acc: 0.8, recall: 0.8, precision: 0.803030303030303, f_beta: 0.7994987468671679
train: step: 176, loss: 0.18974030017852783, acc: 0.875, recall: 0.875, precision: 0.8759398496240601, f_beta: 0.8749218261413383
train: step: 177, loss: 0.14824029803276062, acc: 0.925, recall: 0.925, precision: 0.9260651629072681, f_beta: 0.924953095684803
train: step: 178, loss: 0.23314854502677917, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 179, loss: 0.2475634068250656, acc: 0.75, recall: 0.75, precision: 0.7604166666666667, f_beta: 0.7474747474747475
train: step: 180, loss: 0.2663085460662842, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 181, loss: 0.19211633503437042, acc: 0.8, recall: 0.8, precision: 0.8125, f_beta: 0.797979797979798
train: step: 182, loss: 0.14357836544513702, acc: 0.8, recall: 0.8, precision: 0.8296703296703296, f_beta: 0.7953964194373402
train: step: 183, loss: 0.2162122279405594, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 184, loss: 0.15126864612102509, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 185, loss: 0.18679538369178772, acc: 0.7, recall: 0.7, precision: 0.7083333333333333, f_beta: 0.6969696969696968
train: step: 186, loss: 0.2108856439590454, acc: 0.8, recall: 0.8, precision: 0.8125, f_beta: 0.797979797979798
train: step: 187, loss: 0.2823716998100281, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 188, loss: 0.18854035437107086, acc: 0.775, recall: 0.7749999999999999, precision: 0.8133903133903134, f_beta: 0.7678916827853
train: step: 189, loss: 0.12581408023834229, acc: 0.875, recall: 0.875, precision: 0.8836317135549872, f_beta: 0.8742928975487115
train: step: 190, loss: 0.2736411988735199, acc: 0.725, recall: 0.725, precision: 0.74, f_beta: 0.7206349206349207
train: step: 191, loss: 0.23540444672107697, acc: 0.6, recall: 0.6, precision: 0.6, f_beta: 0.6
train: step: 192, loss: 0.21112361550331116, acc: 0.75, recall: 0.75, precision: 0.7525252525252526, f_beta: 0.7493734335839599
train: step: 193, loss: 0.1842307448387146, acc: 0.825, recall: 0.825, precision: 0.8258145363408521, f_beta: 0.8248905565978737
train: step: 194, loss: 0.23253993690013885, acc: 0.625, recall: 0.625, precision: 0.6424501424501424, f_beta: 0.6131528046421664
train: step: 195, loss: 0.17816026508808136, acc: 0.75, recall: 0.75, precision: 0.7604166666666667, f_beta: 0.7474747474747475
train: step: 196, loss: 0.19607625901699066, acc: 0.7, recall: 0.7, precision: 0.7083333333333333, f_beta: 0.6969696969696968
train: step: 197, loss: 0.1957819014787674, acc: 0.8, recall: 0.8, precision: 0.803030303030303, f_beta: 0.7994987468671679
train: step: 198, loss: 0.17339980602264404, acc: 0.8, recall: 0.8, precision: 0.8296703296703296, f_beta: 0.7953964194373402
train: step: 199, loss: 0.35247379541397095, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 200, loss: 0.2224811613559723, acc: 0.65, recall: 0.6499999999999999, precision: 0.6515151515151515, f_beta: 0.6491228070175439
train: step: 201, loss: 0.15459465980529785, acc: 0.875, recall: 0.875, precision: 0.8759398496240601, f_beta: 0.8749218261413383
train: step: 202, loss: 0.14735078811645508, acc: 0.8, recall: 0.8, precision: 0.803030303030303, f_beta: 0.7994987468671679
train: step: 203, loss: 0.17294104397296906, acc: 0.775, recall: 0.775, precision: 0.7933333333333333, f_beta: 0.7714285714285714
train: step: 204, loss: 0.11429488658905029, acc: 0.8, recall: 0.8, precision: 0.8125, f_beta: 0.797979797979798
train: step: 205, loss: 0.3774540424346924, acc: 0.45, recall: 0.45, precision: 0.44047619047619047, f_beta: 0.42708333333333337
train: step: 206, loss: 0.3121543526649475, acc: 0.575, recall: 0.575, precision: 0.6714285714285715, f_beta: 0.5054545454545454
train: step: 207, loss: 0.2422950714826584, acc: 0.8, recall: 0.8, precision: 0.8296703296703296, f_beta: 0.7953964194373402
train: step: 208, loss: 0.21375532448291779, acc: 0.825, recall: 0.825, precision: 0.8258145363408521, f_beta: 0.8248905565978737
train: step: 209, loss: 0.08643629401922226, acc: 0.925, recall: 0.925, precision: 0.9260651629072681, f_beta: 0.924953095684803
train: step: 210, loss: 0.1401519477367401, acc: 0.825, recall: 0.825, precision: 0.8324808184143222, f_beta: 0.824010056568196
train: step: 211, loss: 0.24655957520008087, acc: 0.575, recall: 0.575, precision: 0.5940438871473355, f_beta: 0.5523370638578011
train: step: 212, loss: 0.23415949940681458, acc: 0.825, recall: 0.825, precision: 0.8466666666666667, f_beta: 0.8222222222222222
train: step: 213, loss: 0.23800714313983917, acc: 0.625, recall: 0.625, precision: 0.6333333333333333, f_beta: 0.6190476190476191
train: step: 214, loss: 0.29388248920440674, acc: 0.625, recall: 0.625, precision: 0.6567398119122256, f_beta: 0.6050032916392363
train: step: 215, loss: 0.1762630194425583, acc: 0.75, recall: 0.75, precision: 0.7525252525252526, f_beta: 0.7493734335839599
train: step: 216, loss: 0.24820128083229065, acc: 0.7, recall: 0.7, precision: 0.7666666666666666, f_beta: 0.6799999999999999
train: step: 217, loss: 0.2654797434806824, acc: 0.7, recall: 0.7, precision: 0.8125, f_beta: 0.6703296703296704
train: step: 218, loss: 0.130779430270195, acc: 0.85, recall: 0.85, precision: 0.8846153846153846, f_beta: 0.8465473145780051
train: step: 219, loss: 0.2987290024757385, acc: 0.35, recall: 0.35, precision: 0.35, f_beta: 0.35
train: step: 220, loss: 0.1503281593322754, acc: 0.85, recall: 0.8500000000000001, precision: 0.8535353535353536, f_beta: 0.849624060150376
train: step: 221, loss: 0.1711157113313675, acc: 0.725, recall: 0.725, precision: 0.74, f_beta: 0.7206349206349207
train: step: 222, loss: 0.13157251477241516, acc: 0.85, recall: 0.8500000000000001, precision: 0.8535353535353536, f_beta: 0.849624060150376
train: step: 223, loss: 0.10546424239873886, acc: 0.85, recall: 0.85, precision: 0.85, f_beta: 0.85
train: step: 224, loss: 0.2794884145259857, acc: 0.65, recall: 0.6499999999999999, precision: 0.734375, f_beta: 0.6153846153846154
