train: step: 0, loss: 0.37088271975517273, acc: 0.44, recall: 0.43999999999999995, precision: 0.41776315789473684, f_beta: 0.3993993993993994
train: step: 23, loss: 0.2520347833633423, acc: 0.66, recall: 0.6599999999999999, precision: 0.6838235294117647, f_beta: 0.6486151302190988
train: step: 24, loss: 0.2560429871082306, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 25, loss: 0.25537756085395813, acc: 0.58, recall: 0.5800000000000001, precision: 0.625, f_beta: 0.5384615384615385
train: step: 26, loss: 0.25576332211494446, acc: 0.74, recall: 0.74, precision: 0.767379679144385, f_beta: 0.7331691297208538
train: step: 27, loss: 0.2525637745857239, acc: 0.56, recall: 0.56, precision: 0.7659574468085106, f_beta: 0.4543650793650793
train: step: 28, loss: 0.25582653284072876, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 29, loss: 0.25505539774894714, acc: 0.79, recall: 0.79, precision: 0.7997106242248864, f_beta: 0.7882851093860268
train: step: 30, loss: 0.25748971104621887, acc: 0.55, recall: 0.55, precision: 0.6920122887864824, f_beta: 0.4479205005520795
train: step: 31, loss: 0.253734290599823, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 32, loss: 0.25373584032058716, acc: 0.51, recall: 0.51, precision: 0.7525252525252526, f_beta: 0.3551783129359126
train: step: 33, loss: 0.252646267414093, acc: 0.54, recall: 0.54, precision: 0.6358695652173914, f_beta: 0.4414764448761534
train: step: 34, loss: 0.2517591416835785, acc: 0.55, recall: 0.55, precision: 0.5666666666666667, f_beta: 0.52
train: step: 35, loss: 0.251730740070343, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 36, loss: 0.252402663230896, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 37, loss: 0.2512390911579132, acc: 0.56, recall: 0.56, precision: 0.6116071428571428, f_beta: 0.5024875621890548
train: step: 38, loss: 0.25112393498420715, acc: 0.32, recall: 0.32, precision: 0.2931985294117647, f_beta: 0.2972302604381976
train: step: 39, loss: 0.25462737679481506, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 40, loss: 0.2521556615829468, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 41, loss: 0.2550113797187805, acc: 0.51, recall: 0.51, precision: 0.7525252525252526, f_beta: 0.3551783129359126
train: step: 42, loss: 0.25174808502197266, acc: 0.59, recall: 0.5900000000000001, precision: 0.5917992656058751, f_beta: 0.5879811074263892
train: step: 43, loss: 0.2515685558319092, acc: 0.64, recall: 0.64, precision: 0.6736111111111112, f_beta: 0.6216897856242118
train: step: 44, loss: 0.25040149688720703, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 45, loss: 0.25131145119667053, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 46, loss: 0.250160276889801, acc: 0.57, recall: 0.5700000000000001, precision: 0.7688172043010753, f_beta: 0.4724573671942093
train: step: 47, loss: 0.2514016330242157, acc: 0.51, recall: 0.51, precision: 0.5859106529209621, f_beta: 0.3710691823899371
train: step: 48, loss: 0.25131726264953613, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 49, loss: 0.25061240792274475, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 50, loss: 0.25179359316825867, acc: 0.54, recall: 0.54, precision: 0.5946969696969697, f_beta: 0.46236559139784944
train: step: 51, loss: 0.25025472044944763, acc: 0.52, recall: 0.52, precision: 0.6302083333333333, f_beta: 0.39117199391172
train: step: 52, loss: 0.2515623867511749, acc: 0.65, recall: 0.65, precision: 0.6608751608751608, f_beta: 0.6439833180754755
train: step: 53, loss: 0.2505842447280884, acc: 0.68, recall: 0.6799999999999999, precision: 0.6826298701298701, f_beta: 0.6788438378161381
train: step: 54, loss: 0.2514384388923645, acc: 0.43, recall: 0.43, precision: 0.3945147679324894, f_beta: 0.37766131673763514
train: step: 55, loss: 0.25084322690963745, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 56, loss: 0.24725893139839172, acc: 0.59, recall: 0.59, precision: 0.7747252747252747, f_beta: 0.5071523019593701
train: step: 57, loss: 0.25191208720207214, acc: 0.68, recall: 0.6799999999999999, precision: 0.6826298701298701, f_beta: 0.6788438378161381
train: step: 58, loss: 0.2475593239068985, acc: 0.65, recall: 0.65, precision: 0.6902587519025876, f_beta: 0.630450849963045
train: step: 59, loss: 0.2505779564380646, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 60, loss: 0.24951137602329254, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 61, loss: 0.25258779525756836, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 62, loss: 0.2501990795135498, acc: 0.52, recall: 0.52, precision: 0.7551020408163265, f_beta: 0.3762993762993764
train: step: 63, loss: 0.24954994022846222, acc: 0.61, recall: 0.6100000000000001, precision: 0.6121991024071807, f_beta: 0.6080795899909557
train: step: 64, loss: 0.2502962052822113, acc: 0.55, recall: 0.55, precision: 0.5501806503412284, f_beta: 0.5495946351716544
train: step: 65, loss: 0.2498304694890976, acc: 0.53, recall: 0.53, precision: 0.6152073732718895, f_beta: 0.42338363390994965
train: step: 66, loss: 0.25336870551109314, acc: 0.39, recall: 0.39, precision: 0.3756218905472637, f_beta: 0.37184635979816705
train: step: 67, loss: 0.24623920023441315, acc: 0.59, recall: 0.59, precision: 0.6764705882352942, f_beta: 0.5327635327635327
train: step: 68, loss: 0.2441757321357727, acc: 0.62, recall: 0.62, precision: 0.6273344651952462, f_beta: 0.614448051948052
train: step: 69, loss: 0.2514953911304474, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 70, loss: 0.23866012692451477, acc: 0.63, recall: 0.63, precision: 0.6959011452682339, f_beta: 0.5960257670051317
train: step: 71, loss: 0.24544614553451538, acc: 0.63, recall: 0.63, precision: 0.7111760883690708, f_beta: 0.590662683925213
train: step: 72, loss: 0.24930459260940552, acc: 0.53, recall: 0.53, precision: 0.6152073732718895, f_beta: 0.42338363390994965
train: step: 73, loss: 0.25454476475715637, acc: 0.38, recall: 0.38, precision: 0.36979166666666663, f_beta: 0.3676050591595267
train: step: 74, loss: 0.26096615195274353, acc: 0.35, recall: 0.35, precision: 0.30000000000000004, f_beta: 0.30666666666666664
train: step: 75, loss: 0.25007298588752747, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 76, loss: 0.2507101893424988, acc: 0.52, recall: 0.52, precision: 0.6302083333333333, f_beta: 0.39117199391172
train: step: 77, loss: 0.25178593397140503, acc: 0.6, recall: 0.6, precision: 0.6041666666666667, f_beta: 0.595959595959596
train: step: 78, loss: 0.240622878074646, acc: 0.61, recall: 0.61, precision: 0.6948972360028349, f_beta: 0.5623386825272136
train: step: 79, loss: 0.24954017996788025, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.36580416032470825
train: step: 80, loss: 0.2507248818874359, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 81, loss: 0.24833372235298157, acc: 0.54, recall: 0.54, precision: 0.6773049645390071, f_beta: 0.4295634920634921
train: step: 82, loss: 0.23623737692832947, acc: 0.68, recall: 0.6799999999999999, precision: 0.6847290640394088, f_beta: 0.677938808373591
train: step: 83, loss: 0.2393096536397934, acc: 0.64, recall: 0.64, precision: 0.6666666666666666, f_beta: 0.625
train: step: 84, loss: 0.24622340500354767, acc: 0.59, recall: 0.59, precision: 0.729826353421859, f_beta: 0.516452411841019
train: step: 85, loss: 0.2511104941368103, acc: 0.66, recall: 0.66, precision: 0.7192982456140351, f_beta: 0.6353496353496353
train: step: 86, loss: 0.25003135204315186, acc: 0.57, recall: 0.57, precision: 0.6787538304392238, f_beta: 0.4928647246137516
train: step: 87, loss: 0.23286603391170502, acc: 0.64, recall: 0.64, precision: 0.6608455882352942, f_beta: 0.6279454319966928
train: step: 88, loss: 0.23887483775615692, acc: 0.64, recall: 0.64, precision: 0.71875, f_beta: 0.6043956043956045
train: step: 89, loss: 0.2558140456676483, acc: 0.56, recall: 0.56, precision: 0.5714285714285714, f_beta: 0.5416666666666666
train: step: 90, loss: 0.25311124324798584, acc: 0.66, recall: 0.6599999999999999, precision: 0.6610305958132046, f_beta: 0.6594551282051282
train: step: 91, loss: 0.24151939153671265, acc: 0.63, recall: 0.63, precision: 0.6343530384456387, f_beta: 0.6269785260610949
train: step: 92, loss: 0.25400978326797485, acc: 0.71, recall: 0.71, precision: 0.7100840336134454, f_beta: 0.7099709970997101
train: step: 93, loss: 0.22698448598384857, acc: 0.67, recall: 0.67, precision: 0.7156265854895991, f_beta: 0.6515679442508711
train: step: 94, loss: 0.2535940408706665, acc: 0.65, recall: 0.65, precision: 0.6648351648351649, f_beta: 0.6419437340153452
train: step: 95, loss: 0.19061999022960663, acc: 0.73, recall: 0.73, precision: 0.7688172043010753, f_beta: 0.7198879551820727
train: step: 96, loss: 0.2407580018043518, acc: 0.62, recall: 0.62, precision: 0.6488095238095238, f_beta: 0.6006725514922236
train: step: 97, loss: 0.17341893911361694, acc: 0.8, recall: 0.8, precision: 0.8004807692307692, f_beta: 0.7999199679871949
train: step: 98, loss: 0.18822145462036133, acc: 0.78, recall: 0.78, precision: 0.7840909090909092, f_beta: 0.779205138498595
train: step: 99, loss: 0.2612507939338684, acc: 0.7, recall: 0.7, precision: 0.7228163992869875, f_beta: 0.6921182266009853
train: step: 100, loss: 0.18532337248325348, acc: 0.73, recall: 0.73, precision: 0.7308309915696507, f_beta: 0.7297567811029926
train: step: 101, loss: 0.21197277307510376, acc: 0.66, recall: 0.66, precision: 0.6666666666666666, f_beta: 0.6565656565656566
train: step: 102, loss: 0.35312125086784363, acc: 0.57, recall: 0.57, precision: 0.6787538304392238, f_beta: 0.4928647246137516
train: step: 103, loss: 0.3418799936771393, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.39290917921321034
train: step: 104, loss: 0.3348459303379059, acc: 0.4, recall: 0.4, precision: 0.4, f_beta: 0.4000000000000001
train: step: 105, loss: 0.3334139287471771, acc: 0.36, recall: 0.36, precision: 0.3480902777777778, f_beta: 0.34720522235822115
train: step: 106, loss: 0.32032695412635803, acc: 0.26, recall: 0.26, precision: 0.2584541062801933, f_beta: 0.2588141025641026
train: step: 107, loss: 0.21250663697719574, acc: 0.72, recall: 0.72, precision: 0.7527573529411764, f_beta: 0.7106242248863166
train: step: 108, loss: 0.31665554642677307, acc: 0.64, recall: 0.64, precision: 0.681912681912682, f_beta: 0.6179966044142614
train: step: 109, loss: 0.2995079457759857, acc: 0.66, recall: 0.66, precision: 0.7079002079002079, f_beta: 0.6392190152801358
train: step: 110, loss: 0.2841196358203888, acc: 0.64, recall: 0.64, precision: 0.6666666666666666, f_beta: 0.625
train: step: 111, loss: 0.2469257414340973, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 112, loss: 0.2621626555919647, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 113, loss: 0.2548210918903351, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 114, loss: 0.2403569221496582, acc: 0.54, recall: 0.54, precision: 0.7604166666666667, f_beta: 0.4165398274987316
train: step: 115, loss: 0.24835701286792755, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 116, loss: 0.26663389801979065, acc: 0.61, recall: 0.6100000000000001, precision: 0.6111111111111112, f_beta: 0.6090225563909775
train: step: 117, loss: 0.2402305155992508, acc: 0.56, recall: 0.56, precision: 0.7659574468085106, f_beta: 0.4543650793650793
train: step: 118, loss: 0.2502762973308563, acc: 0.52, recall: 0.52, precision: 0.7551020408163265, f_beta: 0.3762993762993764
train: step: 119, loss: 0.25223714113235474, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 120, loss: 0.24515533447265625, acc: 0.72, recall: 0.72, precision: 0.7291666666666667, f_beta: 0.7171717171717171
train: step: 121, loss: 0.31663867831230164, acc: 0.31, recall: 0.31, precision: 0.27793361383824217, f_beta: 0.2841581076875194
train: step: 122, loss: 0.254456490278244, acc: 0.46, recall: 0.46, precision: 0.23958333333333334, f_beta: 0.31506849315068497
train: step: 123, loss: 0.20705266296863556, acc: 0.76, recall: 0.76, precision: 0.7758913412563667, f_beta: 0.7564935064935063
train: step: 124, loss: 0.22294872999191284, acc: 0.6, recall: 0.6, precision: 0.7777777777777778, f_beta: 0.5238095238095238
train: step: 125, loss: 0.21072174608707428, acc: 0.71, recall: 0.71, precision: 0.7121212121212122, f_beta: 0.7092731829573935
train: step: 126, loss: 0.20970480144023895, acc: 0.76, recall: 0.76, precision: 0.7668308702791462, f_beta: 0.7584541062801933
train: step: 127, loss: 0.211669459939003, acc: 0.71, recall: 0.71, precision: 0.78, f_beta: 0.6906666666666665
train: step: 128, loss: 0.22214870154857635, acc: 0.58, recall: 0.58, precision: 0.6661129568106312, f_beta: 0.5174632352941175
train: step: 129, loss: 0.24448932707309723, acc: 0.71, recall: 0.71, precision: 0.7307692307692308, f_beta: 0.7033248081841432
train: step: 130, loss: 0.27016881108283997, acc: 0.67, recall: 0.6699999999999999, precision: 0.7399774138904573, f_beta: 0.6440513428972063
train: step: 131, loss: 0.2068444788455963, acc: 0.77, recall: 0.77, precision: 0.805291723202171, f_beta: 0.7631551848419318
train: step: 132, loss: 0.163996160030365, acc: 0.75, recall: 0.75, precision: 0.8035454103933948, f_beta: 0.7384663667747673
train: step: 133, loss: 0.2818141579627991, acc: 0.44, recall: 0.44, precision: 0.2961956521739131, f_beta: 0.3200582807187955
train: step: 134, loss: 0.202591210603714, acc: 0.71, recall: 0.71, precision: 0.7170318313352625, f_beta: 0.7076318177235609
train: step: 135, loss: 0.16173534095287323, acc: 0.78, recall: 0.78, precision: 0.8038194444444444, f_beta: 0.7756017951856385
train: step: 136, loss: 0.18244582414627075, acc: 0.73, recall: 0.73, precision: 0.8066666666666666, f_beta: 0.712
train: step: 137, loss: 0.15854895114898682, acc: 0.78, recall: 0.78, precision: 0.8038194444444444, f_beta: 0.7756017951856385
train: step: 138, loss: 0.3143500089645386, acc: 0.42, recall: 0.42, precision: 0.375, f_beta: 0.3626373626373627
train: step: 139, loss: 0.3080492317676544, acc: 0.73, recall: 0.73, precision: 0.7323232323232323, f_beta: 0.7293233082706766
train: step: 140, loss: 0.14611585438251495, acc: 0.8, recall: 0.8, precision: 0.8004807692307692, f_beta: 0.7999199679871949
train: step: 141, loss: 0.2919958531856537, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 142, loss: 0.16207362711429596, acc: 0.83, recall: 0.8300000000000001, precision: 0.8333333333333334, f_beta: 0.8295739348370927
train: step: 143, loss: 0.17520874738693237, acc: 0.8, recall: 0.8, precision: 0.8, f_beta: 0.8000000000000002
train: step: 144, loss: 0.21202152967453003, acc: 0.7, recall: 0.7, precision: 0.7228163992869875, f_beta: 0.6921182266009853
train: step: 145, loss: 0.18356853723526, acc: 0.75, recall: 0.75, precision: 0.7501000400160064, f_beta: 0.7499749974997499
train: step: 146, loss: 0.1737595796585083, acc: 0.76, recall: 0.76, precision: 0.7708333333333333, f_beta: 0.7575757575757576
train: step: 147, loss: 0.17816047370433807, acc: 0.75, recall: 0.75, precision: 0.7747252747252746, f_beta: 0.7442455242966751
train: step: 148, loss: 0.17738854885101318, acc: 0.71, recall: 0.71, precision: 0.7252252252252251, f_beta: 0.7050147492625368
train: step: 149, loss: 0.17970234155654907, acc: 0.77, recall: 0.77, precision: 0.7709755118426336, f_beta: 0.769792813532179
train: step: 150, loss: 0.14588278532028198, acc: 0.77, recall: 0.77, precision: 0.7967032967032968, f_beta: 0.7647058823529411
train: step: 151, loss: 0.1678401231765747, acc: 0.77, recall: 0.77, precision: 0.7895752895752897, f_beta: 0.7660461804495982
train: step: 152, loss: 0.18863710761070251, acc: 0.73, recall: 0.73, precision: 0.7308309915696507, f_beta: 0.7297567811029926
train: step: 153, loss: 0.14519226551055908, acc: 0.82, recall: 0.8200000000000001, precision: 0.822061191626409, f_beta: 0.8197115384615385
train: step: 154, loss: 0.16441214084625244, acc: 0.77, recall: 0.77, precision: 0.7701080432172869, f_beta: 0.7699769976997699
train: step: 155, loss: 0.14341950416564941, acc: 0.78, recall: 0.78, precision: 0.780448717948718, f_beta: 0.7799119647859143
train: step: 156, loss: 0.1830807328224182, acc: 0.73, recall: 0.73, precision: 0.7466752466752467, f_beta: 0.7253585596582239
train: step: 157, loss: 0.1720862239599228, acc: 0.76, recall: 0.76, precision: 0.7637987012987013, f_beta: 0.7591328783621035
train: step: 158, loss: 0.10394337028265, acc: 0.88, recall: 0.88, precision: 0.88, f_beta: 0.88
train: step: 159, loss: 0.0983785092830658, acc: 0.87, recall: 0.87, precision: 0.8737373737373737, f_beta: 0.8696741854636592
train: step: 160, loss: 0.16652551293373108, acc: 0.79, recall: 0.79, precision: 0.7929292929292929, f_beta: 0.7894736842105263
train: step: 161, loss: 0.1678086817264557, acc: 0.8, recall: 0.8, precision: 0.8, f_beta: 0.8000000000000002
train: step: 162, loss: 0.11302647739648819, acc: 0.85, recall: 0.8500000000000001, precision: 0.8535353535353536, f_beta: 0.849624060150376
train: step: 163, loss: 0.15910722315311432, acc: 0.77, recall: 0.77, precision: 0.7837326607818411, f_beta: 0.767182913250329
train: step: 164, loss: 0.14531107246875763, acc: 0.84, recall: 0.84, precision: 0.84, f_beta: 0.8399999999999999
train: step: 165, loss: 0.18813201785087585, acc: 0.76, recall: 0.76, precision: 0.7616747181964574, f_beta: 0.7596153846153846
train: step: 166, loss: 0.11725445091724396, acc: 0.83, recall: 0.8300000000000001, precision: 0.8311922922521076, f_beta: 0.8298468621759585
train: step: 167, loss: 0.12932807207107544, acc: 0.81, recall: 0.81, precision: 0.8131313131313131, f_beta: 0.8095238095238095
train: step: 168, loss: 0.1665635108947754, acc: 0.76, recall: 0.76, precision: 0.7708333333333333, f_beta: 0.7575757575757576
train: step: 169, loss: 0.11875950545072556, acc: 0.84, recall: 0.8400000000000001, precision: 0.8421900161030595, f_beta: 0.8397435897435896
train: step: 170, loss: 0.14662744104862213, acc: 0.84, recall: 0.8400000000000001, precision: 0.8489326765188834, f_beta: 0.8389694041867956
train: step: 171, loss: 0.14961332082748413, acc: 0.76, recall: 0.76, precision: 0.76, f_beta: 0.76
train: step: 172, loss: 0.15731927752494812, acc: 0.81, recall: 0.81, precision: 0.8324753324753325, f_beta: 0.8067338012409724
train: step: 173, loss: 0.369121789932251, acc: 0.76, recall: 0.76, precision: 0.7604166666666667, f_beta: 0.7599039615846339
train: step: 174, loss: 0.1209571585059166, acc: 0.84, recall: 0.8400000000000001, precision: 0.8489326765188834, f_beta: 0.8389694041867956
train: step: 175, loss: 0.14255903661251068, acc: 0.81, recall: 0.81, precision: 0.8203803224472923, f_beta: 0.8084484323016432
train: step: 176, loss: 0.12904003262519836, acc: 0.85, recall: 0.8500000000000001, precision: 0.8535353535353536, f_beta: 0.849624060150376
train: step: 177, loss: 0.19631148874759674, acc: 0.74, recall: 0.74, precision: 0.74, f_beta: 0.74
train: step: 178, loss: 0.12564051151275635, acc: 0.84, recall: 0.8400000000000001, precision: 0.8449675324675325, f_beta: 0.839421918908069
train: step: 179, loss: 0.12758076190948486, acc: 0.81, recall: 0.81, precision: 0.8161974704202366, f_beta: 0.8090644156366193
train: step: 180, loss: 0.1212846115231514, acc: 0.83, recall: 0.8300000000000001, precision: 0.8311922922521076, f_beta: 0.8298468621759585
train: step: 181, loss: 0.20774832367897034, acc: 0.83, recall: 0.8300000000000001, precision: 0.8365973072215422, f_beta: 0.8291628982011858
train: step: 182, loss: 0.07806288450956345, acc: 0.91, recall: 0.91, precision: 0.9101640656262505, f_beta: 0.90999099909991
train: step: 183, loss: 0.09350874274969101, acc: 0.87, recall: 0.87, precision: 0.8773969808241534, f_beta: 0.8693598633303186
train: step: 184, loss: 0.18388549983501434, acc: 0.77, recall: 0.77, precision: 0.7790409260024803, f_beta: 0.7681217864704104
train: step: 185, loss: 0.11461511254310608, acc: 0.83, recall: 0.8300000000000001, precision: 0.8333333333333334, f_beta: 0.8295739348370927
train: step: 186, loss: 0.15818288922309875, acc: 0.8, recall: 0.8, precision: 0.8, f_beta: 0.8000000000000002
train: step: 187, loss: 0.16173894703388214, acc: 0.77, recall: 0.77, precision: 0.7709755118426336, f_beta: 0.769792813532179
train: step: 188, loss: 0.09501034021377563, acc: 0.89, recall: 0.89, precision: 0.89015606242497, f_beta: 0.88998899889989
train: step: 189, loss: 0.38553062081336975, acc: 0.63, recall: 0.63, precision: 0.6313131313131313, f_beta: 0.6290726817042607
train: step: 190, loss: 0.144912451505661, acc: 0.77, recall: 0.77, precision: 0.7753977968176254, f_beta: 0.7688674505074867
train: step: 191, loss: 0.3522571325302124, acc: 0.74, recall: 0.74, precision: 0.7403846153846154, f_beta: 0.7398959583833533
train: step: 192, loss: 0.13040322065353394, acc: 0.82, recall: 0.8200000000000001, precision: 0.8333333333333334, f_beta: 0.8181818181818181
train: step: 193, loss: 0.14955241978168488, acc: 0.78, recall: 0.78, precision: 0.7873563218390804, f_beta: 0.7785829307568439
train: step: 194, loss: 0.11326946318149567, acc: 0.84, recall: 0.84, precision: 0.8689236111111112, f_beta: 0.8368013055895552
train: step: 195, loss: 0.24045196175575256, acc: 0.75, recall: 0.75, precision: 0.7549979600163199, f_beta: 0.7487689679429204
train: step: 196, loss: 0.11315131932497025, acc: 0.87, recall: 0.87, precision: 0.8823894171145101, f_beta: 0.8689384010484928
train: step: 197, loss: 0.130896657705307, acc: 0.84, recall: 0.8400000000000001, precision: 0.8421900161030595, f_beta: 0.8397435897435896
train: step: 198, loss: 0.07838426530361176, acc: 0.89, recall: 0.8899999999999999, precision: 0.8977968176254589, f_beta: 0.8894583458948848
train: step: 199, loss: 0.1467856913805008, acc: 0.82, recall: 0.82, precision: 0.8395585738539898, f_beta: 0.8173701298701298
train: step: 200, loss: 0.14748884737491608, acc: 0.79, recall: 0.79, precision: 0.811025311025311, f_beta: 0.7863899908452854
train: step: 201, loss: 0.3807142376899719, acc: 0.78, recall: 0.78, precision: 0.780448717948718, f_beta: 0.7799119647859143
train: step: 202, loss: 0.17429806292057037, acc: 0.74, recall: 0.74, precision: 0.75, f_beta: 0.7373737373737373
train: step: 203, loss: 0.10052485764026642, acc: 0.87, recall: 0.87, precision: 0.8773969808241534, f_beta: 0.8693598633303186
train: step: 204, loss: 0.14877165853977203, acc: 0.8, recall: 0.8, precision: 0.8004807692307692, f_beta: 0.7999199679871949
train: step: 205, loss: 0.3239027261734009, acc: 0.76, recall: 0.76, precision: 0.7758913412563667, f_beta: 0.7564935064935063
train: step: 206, loss: 0.11793293058872223, acc: 0.85, recall: 0.85, precision: 0.867801597309794, f_beta: 0.848162769511084
train: step: 207, loss: 0.1656222939491272, acc: 0.79, recall: 0.79, precision: 0.7957976336189311, f_beta: 0.7889659330720531
train: step: 208, loss: 0.22161470353603363, acc: 0.67, recall: 0.6699999999999999, precision: 0.7561784207353828, f_beta: 0.6396986570586309
train: step: 209, loss: 0.16212129592895508, acc: 0.73, recall: 0.73, precision: 0.7527472527472527, f_beta: 0.7237851662404092
train: step: 210, loss: 0.15498651564121246, acc: 0.78, recall: 0.78, precision: 0.8216911764705883, f_beta: 0.7726333195535344
train: step: 211, loss: 0.1428758203983307, acc: 0.8, recall: 0.8, precision: 0.8446691176470589, f_beta: 0.7933030177759404
train: step: 212, loss: 0.29393187165260315, acc: 0.76, recall: 0.76, precision: 0.8224206349206349, f_beta: 0.7477931904161412
train: step: 213, loss: 0.10520924627780914, acc: 0.87, recall: 0.87, precision: 0.8701480592236894, f_beta: 0.8699869986998701
train: step: 214, loss: 0.1350942850112915, acc: 0.82, recall: 0.8200000000000001, precision: 0.8205128205128205, f_beta: 0.8199279711884755
train: step: 215, loss: 0.10248357057571411, acc: 0.86, recall: 0.86, precision: 0.8605769230769231, f_beta: 0.8599439775910365
train: step: 216, loss: 0.0742979347705841, acc: 0.91, recall: 0.91, precision: 0.9101640656262505, f_beta: 0.90999099909991
train: step: 217, loss: 0.1422988623380661, acc: 0.82, recall: 0.8200000000000001, precision: 0.8246753246753247, f_beta: 0.8193496587715776
train: step: 218, loss: 0.09695864468812943, acc: 0.88, recall: 0.8799999999999999, precision: 0.885551948051948, f_beta: 0.8795664391810518
train: step: 219, loss: 0.11519330739974976, acc: 0.84, recall: 0.84, precision: 0.8405448717948718, f_beta: 0.8399359743897559
