train: step: 0, loss: 0.6931511759757996, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 81, loss: 0.6929176449775696, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 82, loss: 0.6931428909301758, acc: 0.525, recall: 0.525, precision: 0.5266666666666666, f_beta: 0.5174603174603175
train: step: 83, loss: 0.693133533000946, acc: 0.575, recall: 0.575, precision: 0.575187969924812, f_beta: 0.5747342088805503
train: step: 84, loss: 0.6931506395339966, acc: 0.475, recall: 0.475, precision: 0.47333333333333333, f_beta: 0.4666666666666666
train: step: 85, loss: 0.6931427717208862, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4949494949494949
train: step: 86, loss: 0.6931586265563965, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.5
train: step: 87, loss: 0.6931565999984741, acc: 0.6, recall: 0.6, precision: 0.6098901098901099, f_beta: 0.5907928388746804
train: step: 88, loss: 0.6931486129760742, acc: 0.45, recall: 0.45, precision: 0.44791666666666663, f_beta: 0.4444444444444444
train: step: 89, loss: 0.6931487321853638, acc: 0.55, recall: 0.55, precision: 0.554945054945055, f_beta: 0.5396419437340153
train: step: 90, loss: 0.6931495070457458, acc: 0.625, recall: 0.625, precision: 0.6424501424501424, f_beta: 0.6131528046421664
train: step: 91, loss: 0.6931638717651367, acc: 0.375, recall: 0.375, precision: 0.3721227621483376, f_beta: 0.3714644877435575
train: step: 92, loss: 0.6930795907974243, acc: 0.625, recall: 0.625, precision: 0.7857142857142857, f_beta: 0.5636363636363637
train: step: 93, loss: 0.6931443810462952, acc: 0.475, recall: 0.47500000000000003, precision: 0.4744245524296675, f_beta: 0.47203016970458833
train: step: 94, loss: 0.6928423047065735, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 95, loss: 0.6929129958152771, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 96, loss: 0.6931484937667847, acc: 0.525, recall: 0.525, precision: 0.5255754475703325, f_beta: 0.5223130106851037
train: step: 97, loss: 0.6932889223098755, acc: 0.45, recall: 0.45, precision: 0.23684210526315788, f_beta: 0.3103448275862069
train: step: 98, loss: 0.6932210922241211, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 99, loss: 0.6931292414665222, acc: 0.6, recall: 0.6, precision: 0.6041666666666667, f_beta: 0.595959595959596
train: step: 100, loss: 0.6931220889091492, acc: 0.575, recall: 0.575, precision: 0.5767263427109974, f_beta: 0.5725958516656191
train: step: 101, loss: 0.6931256651878357, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 102, loss: 0.6931626796722412, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.47916666666666663
train: step: 103, loss: 0.6931615471839905, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.40476190476190477
train: step: 104, loss: 0.6931325793266296, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 105, loss: 0.6931456327438354, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4949494949494949
train: step: 106, loss: 0.692949116230011, acc: 0.525, recall: 0.525, precision: 0.5571428571428572, f_beta: 0.44727272727272727
train: step: 107, loss: 0.6932626366615295, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.43019943019943013
train: step: 108, loss: 0.6926752328872681, acc: 0.55, recall: 0.5499999999999999, precision: 0.6388888888888888, f_beta: 0.46428571428571425
train: step: 109, loss: 0.6926148533821106, acc: 0.575, recall: 0.575, precision: 0.7702702702702703, f_beta: 0.4813119755911518
train: step: 110, loss: 0.692389190196991, acc: 0.55, recall: 0.55, precision: 0.5666666666666667, f_beta: 0.52
train: step: 111, loss: 0.6931115984916687, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.40476190476190477
train: step: 112, loss: 0.6926825046539307, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 113, loss: 0.6925287246704102, acc: 0.525, recall: 0.525, precision: 0.525062656641604, f_beta: 0.5247029393370857
train: step: 114, loss: 0.6937311291694641, acc: 0.475, recall: 0.475, precision: 0.44285714285714284, f_beta: 0.38909090909090915
train: step: 115, loss: 0.693247377872467, acc: 0.475, recall: 0.47500000000000003, precision: 0.45670995670995673, f_beta: 0.41299790356394134
train: step: 116, loss: 0.6927452087402344, acc: 0.525, recall: 0.525, precision: 0.5313479623824451, f_beta: 0.4996708360763661
train: step: 117, loss: 0.6931933164596558, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4949494949494949
train: step: 118, loss: 0.693222165107727, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.47916666666666663
train: step: 119, loss: 0.6928629875183105, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 120, loss: 0.6933561563491821, acc: 0.4, recall: 0.4, precision: 0.38095238095238093, f_beta: 0.375
train: step: 121, loss: 0.6933015584945679, acc: 0.375, recall: 0.375, precision: 0.3666666666666667, f_beta: 0.3650793650793651
train: step: 122, loss: 0.6932650208473206, acc: 0.425, recall: 0.425, precision: 0.22972972972972974, f_beta: 0.2982456140350877
train: step: 123, loss: 0.6934888958930969, acc: 0.475, recall: 0.475, precision: 0.46415770609318996, f_beta: 0.43204868154158216
train: step: 124, loss: 0.693169116973877, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 125, loss: 0.693293571472168, acc: 0.425, recall: 0.42500000000000004, precision: 0.32857142857142857, f_beta: 0.33090909090909093
train: step: 126, loss: 0.6931621432304382, acc: 0.525, recall: 0.5249999999999999, precision: 0.5284900284900285, f_beta: 0.5099935525467441
train: step: 127, loss: 0.6938660740852356, acc: 0.35, recall: 0.35, precision: 0.30000000000000004, f_beta: 0.30666666666666664
train: step: 128, loss: 0.6931236386299133, acc: 0.625, recall: 0.625, precision: 0.6333333333333333, f_beta: 0.6190476190476191
train: step: 129, loss: 0.6931358575820923, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.5
train: step: 130, loss: 0.6930236220359802, acc: 0.525, recall: 0.525, precision: 0.5571428571428572, f_beta: 0.44727272727272727
train: step: 131, loss: 0.6931666135787964, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4949494949494949
train: step: 132, loss: 0.693193793296814, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 133, loss: 0.6925354599952698, acc: 0.575, recall: 0.575, precision: 0.6714285714285715, f_beta: 0.5054545454545454
train: step: 134, loss: 0.6931101679801941, acc: 0.575, recall: 0.575, precision: 0.5767263427109974, f_beta: 0.5725958516656191
train: step: 135, loss: 0.6931706070899963, acc: 0.575, recall: 0.575, precision: 0.5940438871473355, f_beta: 0.5523370638578011
train: step: 136, loss: 0.6931933164596558, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 137, loss: 0.6931537985801697, acc: 0.45, recall: 0.45, precision: 0.4494949494949495, f_beta: 0.4486215538847118
train: step: 138, loss: 0.693595826625824, acc: 0.45, recall: 0.45, precision: 0.3611111111111111, f_beta: 0.34523809523809523
train: step: 139, loss: 0.693173885345459, acc: 0.475, recall: 0.475, precision: 0.24358974358974358, f_beta: 0.3220338983050847
train: step: 140, loss: 0.6928099989891052, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 141, loss: 0.6930888295173645, acc: 0.625, recall: 0.625, precision: 0.6278772378516624, f_beta: 0.6228786926461345
train: step: 142, loss: 0.6930400133132935, acc: 0.575, recall: 0.575, precision: 0.7702702702702703, f_beta: 0.4813119755911518
train: step: 143, loss: 0.693123996257782, acc: 0.55, recall: 0.55, precision: 0.55, f_beta: 0.55
train: step: 144, loss: 0.6927250623703003, acc: 0.575, recall: 0.575, precision: 0.7702702702702703, f_beta: 0.4813119755911518
train: step: 145, loss: 0.6931942105293274, acc: 0.475, recall: 0.475, precision: 0.47333333333333333, f_beta: 0.4666666666666666
train: step: 146, loss: 0.6935147047042847, acc: 0.45, recall: 0.45, precision: 0.3611111111111111, f_beta: 0.34523809523809523
train: step: 147, loss: 0.6931504011154175, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 148, loss: 0.6931298971176147, acc: 0.475, recall: 0.475, precision: 0.474937343358396, f_beta: 0.474671669793621
train: step: 149, loss: 0.6931825876235962, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.40476190476190477
train: step: 150, loss: 0.6931943893432617, acc: 0.475, recall: 0.475, precision: 0.24358974358974358, f_beta: 0.3220338983050847
train: step: 151, loss: 0.6932188272476196, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 152, loss: 0.6931315660476685, acc: 0.525, recall: 0.525, precision: 0.5255754475703325, f_beta: 0.5223130106851037
train: step: 153, loss: 0.6931527256965637, acc: 0.4, recall: 0.4, precision: 0.398989898989899, f_beta: 0.39849624060150374
train: step: 154, loss: 0.6934475898742676, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 155, loss: 0.6931799054145813, acc: 0.45, recall: 0.45, precision: 0.44791666666666663, f_beta: 0.4444444444444444
train: step: 156, loss: 0.6931411623954773, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 157, loss: 0.6926711201667786, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 158, loss: 0.6931630969047546, acc: 0.35, recall: 0.35, precision: 0.34375, f_beta: 0.3434343434343434
train: step: 159, loss: 0.6931599378585815, acc: 0.6, recall: 0.6, precision: 0.6041666666666667, f_beta: 0.595959595959596
train: step: 160, loss: 0.6926673054695129, acc: 0.55, recall: 0.55, precision: 0.5980392156862745, f_beta: 0.4871794871794872
train: step: 161, loss: 0.6935802698135376, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 162, loss: 0.693185031414032, acc: 0.4, recall: 0.4, precision: 0.3666666666666667, f_beta: 0.36
train: step: 163, loss: 0.6930674314498901, acc: 0.525, recall: 0.525, precision: 0.5432900432900433, f_beta: 0.46890286512928026
train: step: 164, loss: 0.6932121515274048, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 165, loss: 0.6929912567138672, acc: 0.55, recall: 0.5499999999999999, precision: 0.6388888888888888, f_beta: 0.46428571428571425
train: step: 166, loss: 0.6931033134460449, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 167, loss: 0.69330894947052, acc: 0.45, recall: 0.45, precision: 0.421875, f_beta: 0.39560439560439553
train: step: 168, loss: 0.6931734085083008, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.5
train: step: 169, loss: 0.6931309103965759, acc: 0.525, recall: 0.525, precision: 0.5432900432900433, f_beta: 0.46890286512928026
train: step: 170, loss: 0.692082405090332, acc: 0.525, recall: 0.525, precision: 0.7564102564102564, f_beta: 0.38660209846650523
train: step: 171, loss: 0.692769467830658, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 172, loss: 0.6931489706039429, acc: 0.475, recall: 0.47500000000000003, precision: 0.4744245524296675, f_beta: 0.47203016970458833
train: step: 173, loss: 0.693227231502533, acc: 0.5, recall: 0.5, precision: 0.25, f_beta: 0.3333333333333333
train: step: 174, loss: 0.6931381821632385, acc: 0.6, recall: 0.6000000000000001, precision: 0.601010101010101, f_beta: 0.5989974937343359
train: step: 175, loss: 0.6932754516601562, acc: 0.45, recall: 0.45, precision: 0.4019607843137255, f_beta: 0.37321937321937326
train: step: 176, loss: 0.6934777498245239, acc: 0.4, recall: 0.4, precision: 0.3666666666666667, f_beta: 0.36
train: step: 177, loss: 0.6930888295173645, acc: 0.55, recall: 0.55, precision: 0.5520833333333333, f_beta: 0.5454545454545454
train: step: 178, loss: 0.6934785842895508, acc: 0.45, recall: 0.45, precision: 0.3611111111111111, f_beta: 0.34523809523809523
train: step: 179, loss: 0.6931098103523254, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 180, loss: 0.6931601762771606, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4884910485933504
train: step: 181, loss: 0.6931840181350708, acc: 0.4, recall: 0.4, precision: 0.398989898989899, f_beta: 0.39849624060150374
train: step: 182, loss: 0.6931393146514893, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4987468671679198
train: step: 183, loss: 0.6931168437004089, acc: 0.525, recall: 0.525, precision: 0.5266666666666666, f_beta: 0.5174603174603175
train: step: 184, loss: 0.6930867433547974, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4505494505494506
train: step: 185, loss: 0.6933644413948059, acc: 0.45, recall: 0.45, precision: 0.23684210526315788, f_beta: 0.3103448275862069
train: step: 186, loss: 0.6931964755058289, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.3730407523510972
train: step: 187, loss: 0.6931315660476685, acc: 0.425, recall: 0.42500000000000004, precision: 0.424812030075188, f_beta: 0.4246404002501563
train: step: 188, loss: 0.6930357217788696, acc: 0.575, recall: 0.575, precision: 0.575187969924812, f_beta: 0.5747342088805503
train: step: 189, loss: 0.6933569312095642, acc: 0.45, recall: 0.45, precision: 0.3611111111111111, f_beta: 0.34523809523809523
train: step: 190, loss: 0.6932588219642639, acc: 0.475, recall: 0.475, precision: 0.474937343358396, f_beta: 0.474671669793621
train: step: 191, loss: 0.6931870579719543, acc: 0.425, recall: 0.42500000000000004, precision: 0.42000000000000004, f_beta: 0.4158730158730159
train: step: 192, loss: 0.693072497844696, acc: 0.525, recall: 0.525, precision: 0.5900900900900901, f_beta: 0.4202898550724638
train: step: 193, loss: 0.6931754350662231, acc: 0.525, recall: 0.525, precision: 0.525062656641604, f_beta: 0.5247029393370857
train: step: 194, loss: 0.6931082010269165, acc: 0.45, recall: 0.45, precision: 0.23684210526315788, f_beta: 0.3103448275862069
train: step: 195, loss: 0.6931552290916443, acc: 0.45, recall: 0.44999999999999996, precision: 0.44505494505494503, f_beta: 0.4373401534526854
train: step: 196, loss: 0.693482518196106, acc: 0.425, recall: 0.425, precision: 0.22972972972972974, f_beta: 0.2982456140350877
train: step: 197, loss: 0.6932603716850281, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.4987468671679198
train: step: 198, loss: 0.6931326389312744, acc: 0.45, recall: 0.45, precision: 0.4494949494949495, f_beta: 0.4486215538847118
train: step: 199, loss: 0.6930365562438965, acc: 0.525, recall: 0.525, precision: 0.5900900900900901, f_beta: 0.4202898550724638
train: step: 200, loss: 0.6931447386741638, acc: 0.55, recall: 0.55, precision: 0.5505050505050505, f_beta: 0.5488721804511277
train: step: 201, loss: 0.6932970285415649, acc: 0.375, recall: 0.375, precision: 0.3666666666666667, f_beta: 0.3650793650793651
train: step: 202, loss: 0.6932523846626282, acc: 0.425, recall: 0.425, precision: 0.42327365728900257, f_beta: 0.4217473287240729
train: step: 203, loss: 0.6931830644607544, acc: 0.425, recall: 0.42500000000000004, precision: 0.4059561128526646, f_beta: 0.39433838051349573
train: step: 204, loss: 0.693253755569458, acc: 0.45, recall: 0.45, precision: 0.23684210526315788, f_beta: 0.3103448275862069
train: step: 205, loss: 0.6928998231887817, acc: 0.55, recall: 0.55, precision: 0.763157894736842, f_beta: 0.4357366771159875
train: step: 206, loss: 0.6935005187988281, acc: 0.475, recall: 0.475, precision: 0.24358974358974358, f_beta: 0.3220338983050847
train: step: 207, loss: 0.6932113170623779, acc: 0.475, recall: 0.475, precision: 0.46865203761755486, f_beta: 0.4470046082949308
train: step: 208, loss: 0.6931137442588806, acc: 0.575, recall: 0.575, precision: 0.5800000000000001, f_beta: 0.5682539682539682
train: step: 209, loss: 0.6933850049972534, acc: 0.425, recall: 0.425, precision: 0.3924731182795699, f_beta: 0.37795807978363755
train: step: 210, loss: 0.6931504011154175, acc: 0.5, recall: 0.5, precision: 0.5, f_beta: 0.5
train: step: 211, loss: 0.6931129693984985, acc: 0.675, recall: 0.675, precision: 0.6866666666666666, f_beta: 0.6698412698412699
train: step: 212, loss: 0.6917155981063843, acc: 0.625, recall: 0.625, precision: 0.7857142857142857, f_beta: 0.5636363636363637
train: step: 213, loss: 0.6931756138801575, acc: 0.475, recall: 0.47500000000000003, precision: 0.4744245524296675, f_beta: 0.47203016970458833
train: step: 214, loss: 0.6931384205818176, acc: 0.525, recall: 0.525, precision: 0.525062656641604, f_beta: 0.5247029393370857
train: step: 215, loss: 0.6931532621383667, acc: 0.425, recall: 0.425, precision: 0.42327365728900257, f_beta: 0.4217473287240729
train: step: 216, loss: 0.6932480931282043, acc: 0.475, recall: 0.475, precision: 0.24358974358974358, f_beta: 0.3220338983050847
train: step: 217, loss: 0.6927961111068726, acc: 0.55, recall: 0.55, precision: 0.5980392156862745, f_beta: 0.4871794871794872
train: step: 218, loss: 0.6928587555885315, acc: 0.525, recall: 0.525, precision: 0.5900900900900901, f_beta: 0.4202898550724638
train: step: 219, loss: 0.6931446194648743, acc: 0.55, recall: 0.55, precision: 0.55, f_beta: 0.55
train: step: 220, loss: 0.6931377649307251, acc: 0.6, recall: 0.6, precision: 0.65625, f_beta: 0.5604395604395604
train: step: 221, loss: 0.6931527853012085, acc: 0.575, recall: 0.575, precision: 0.5767263427109974, f_beta: 0.5725958516656191
